               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.031767,           0.0079876,                   0,             0.98817,             0.97755,             0.98505,             0.61505,            0.026014,           0.0067841,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.029858,           0.0081309,                   0,             0.99102,             0.97826,              0.9876,             0.60987,            0.027456,           0.0064709,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.031384,           0.0079563,                   0,             0.97353,             0.96823,             0.98355,             0.64679,            0.028548,           0.0066512,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.031185,           0.0077328,                   0,             0.98814,             0.97503,             0.98837,             0.61534,            0.026087,           0.0061936,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.031071,           0.0075657,                   0,             0.98142,              0.9717,             0.98444,             0.59306,             0.02585,           0.0067487,                   0,            0.006733,            0.006733,            0.006733
                  35,             0.03025,           0.0078154,                   0,             0.98723,             0.97492,             0.98642,             0.65234,              0.0256,           0.0063014,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.029332,           0.0073509,                   0,             0.98295,             0.96395,             0.98391,              0.6278,            0.026444,           0.0059602,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.029389,           0.0074703,                   0,              0.9879,             0.95599,             0.98479,             0.63793,            0.025972,           0.0064004,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.029071,            0.007428,                   0,             0.98983,             0.97701,             0.98733,              0.6237,            0.024535,           0.0057031,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.029344,           0.0071218,                   0,             0.99301,             0.97993,             0.99093,             0.65813,            0.023203,           0.0057236,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.030193,           0.0074739,                   0,             0.98779,             0.97324,             0.98799,             0.64115,            0.025247,           0.0059389,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.027826,           0.0072852,                   0,             0.99154,             0.97988,             0.99057,             0.65693,             0.02411,           0.0054639,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.028098,           0.0070556,                   0,             0.99659,             0.97826,             0.99137,             0.65052,            0.024698,           0.0055117,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.027499,           0.0071349,                   0,             0.99587,             0.97993,             0.99104,             0.65747,            0.023492,           0.0055377,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.027969,           0.0068415,                   0,             0.98733,             0.97492,             0.98976,             0.60707,            0.026348,           0.0053951,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.026803,           0.0067842,                   0,             0.99277,             0.97993,             0.99048,             0.66279,            0.023122,           0.0053464,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.026981,            0.006747,                   0,             0.99319,             0.97993,             0.99049,              0.6966,            0.022493,            0.005295,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.027004,           0.0067807,                   0,             0.98896,             0.97993,             0.99116,             0.61691,            0.024887,           0.0053624,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.026078,           0.0064778,                   0,             0.99623,             0.97993,             0.99132,             0.67449,            0.022699,           0.0053457,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.026612,           0.0064843,                   0,             0.99614,             0.97993,             0.99264,              0.6747,            0.023623,           0.0055148,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.026565,           0.0065284,                   0,              0.9949,             0.97939,             0.99213,             0.63623,            0.023154,           0.0051009,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.026863,           0.0067449,                   0,             0.99466,             0.97993,              0.9922,             0.65711,            0.024199,           0.0050346,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.026728,           0.0064186,                   0,             0.99388,             0.97993,             0.99173,             0.69785,            0.021248,           0.0049354,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.025639,           0.0064024,                   0,             0.99234,             0.97993,              0.9914,              0.6761,            0.022212,           0.0049703,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.025432,            0.006225,                   0,              0.9949,             0.97842,             0.99139,             0.68369,            0.022127,           0.0048603,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.026258,           0.0064987,                   0,              0.9882,             0.98072,             0.99203,             0.68367,            0.021895,           0.0049217,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.025415,           0.0064509,                   0,             0.99489,             0.97993,             0.99214,              0.6568,            0.023114,           0.0049076,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.024927,           0.0063862,                   0,             0.99199,             0.97659,             0.99181,             0.67883,             0.02221,           0.0047829,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.025563,           0.0063279,                   0,             0.99462,             0.97826,             0.99199,             0.71174,            0.021279,           0.0047425,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.023495,           0.0061611,                   0,             0.99389,             0.98997,             0.99203,             0.71478,            0.020791,           0.0046153,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.023858,           0.0063712,                   0,             0.98675,             0.97993,             0.99064,             0.70926,             0.02026,           0.0046414,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.024424,           0.0061581,                   0,             0.98969,             0.98997,              0.9922,             0.70321,            0.020667,           0.0046369,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.024511,           0.0060522,                   0,             0.99497,             0.99139,             0.99248,             0.71199,            0.020784,           0.0045562,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.023783,           0.0062047,                   0,             0.98772,             0.98997,             0.99192,              0.7089,            0.020515,           0.0045509,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.024208,           0.0061314,                   0,              0.9948,             0.97993,             0.99181,             0.69966,            0.021282,           0.0044431,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.023964,           0.0060891,                   0,              0.9912,             0.97993,             0.99189,             0.69941,            0.021828,           0.0046138,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.024173,           0.0060551,                   0,             0.99155,              0.9814,             0.99252,             0.70335,            0.020266,           0.0046045,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.023884,           0.0060338,                   0,             0.99161,              0.9884,             0.99191,              0.7006,              0.0216,           0.0046056,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.023482,           0.0059327,                   0,             0.99445,             0.98997,             0.99244,             0.71417,            0.019904,           0.0044099,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.023552,           0.0060743,                   0,             0.99565,             0.97993,             0.99211,             0.69325,            0.021949,           0.0045291,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.023683,           0.0058809,                   0,             0.99414,             0.97993,             0.99317,             0.69671,            0.020407,           0.0044479,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.022433,           0.0060659,                   0,             0.99081,             0.98997,             0.99304,             0.71996,            0.019892,           0.0043453,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.023507,           0.0058149,                   0,             0.99158,             0.99164,             0.99223,             0.72363,            0.019583,           0.0043772,                   0,            0.002971,            0.002971,            0.002971
                  73,             0.02227,            0.005896,                   0,             0.98997,             0.99014,             0.99286,             0.71311,            0.020153,           0.0044997,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.022961,            0.005724,                   0,             0.98722,             0.99164,             0.99253,             0.72009,            0.019614,            0.004276,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.022902,           0.0057266,                   0,             0.98848,             0.98662,             0.99252,              0.7112,            0.019744,           0.0043831,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.022539,           0.0058003,                   0,             0.99329,             0.99014,             0.99273,             0.72282,            0.019475,           0.0043314,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.022215,           0.0058053,                   0,             0.99388,             0.98997,             0.99241,             0.71257,            0.020214,           0.0043064,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.021697,           0.0058606,                   0,             0.98998,             0.99099,             0.99238,             0.73021,            0.019511,           0.0043229,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.021968,           0.0058153,                   0,             0.98227,             0.98997,             0.99229,             0.71678,            0.019433,           0.0043294,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.022166,           0.0058377,                   0,             0.99343,             0.98997,             0.99199,             0.73204,            0.019054,           0.0042986,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.021938,           0.0056936,                   0,             0.99164,             0.99142,             0.99231,              0.7176,            0.019363,           0.0041705,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.021836,           0.0057413,                   0,             0.99163,             0.99118,             0.99267,             0.72452,            0.019209,            0.004227,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.021216,           0.0057002,                   0,             0.98998,             0.99128,             0.99197,             0.73346,            0.019156,           0.0041835,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.021463,           0.0057544,                   0,             0.98827,             0.98997,             0.99222,             0.72308,            0.019559,           0.0041926,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.022066,           0.0058096,                   0,               0.994,             0.98997,             0.99226,             0.73506,            0.019258,           0.0041815,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.021621,           0.0054954,                   0,             0.98998,             0.99123,             0.99209,             0.73457,            0.018901,           0.0041779,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.021877,           0.0057848,                   0,             0.98832,             0.99015,              0.9923,             0.73756,            0.018704,           0.0041755,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.020817,           0.0055927,                   0,             0.98979,             0.99164,             0.99243,             0.73951,            0.018541,           0.0041608,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.020948,           0.0056413,                   0,             0.98832,             0.99026,             0.99258,             0.73168,            0.018778,           0.0041483,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.020902,           0.0056494,                   0,             0.98832,             0.99092,             0.99291,             0.73669,            0.018715,           0.0041572,                   0,            0.001189,            0.001189,            0.001189
                  91,             0.02112,           0.0055863,                   0,             0.98833,              0.9912,             0.99288,             0.73494,            0.018625,            0.004138,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.021122,           0.0055562,                   0,             0.98974,             0.99164,             0.99239,             0.74364,            0.018563,             0.00412,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.020481,           0.0054729,                   0,             0.98803,             0.99164,             0.99235,             0.73911,            0.018676,           0.0041269,                   0,            0.000892,            0.000892,            0.000892
                  94,             0.02032,           0.0054336,                   0,             0.98751,             0.98997,             0.99251,             0.73869,            0.018657,           0.0041326,                   0,            0.000793,            0.000793,            0.000793
                  95,             0.02113,           0.0056097,                   0,             0.98668,             0.99131,             0.99208,             0.73785,            0.018648,           0.0041161,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.020927,           0.0055866,                   0,             0.98524,             0.98997,              0.9925,             0.73974,            0.018458,           0.0041153,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.020295,            0.005466,                   0,             0.98833,             0.99109,              0.9926,             0.74457,            0.018219,           0.0040835,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.020577,           0.0055045,                   0,             0.98998,             0.99143,             0.99257,             0.73937,             0.01842,           0.0040813,                   0,            0.000397,            0.000397,            0.000397
                  99,             0.02094,           0.0057048,                   0,             0.98983,             0.99164,             0.99257,             0.74215,            0.018315,           0.0040736,                   0,            0.000298,            0.000298,            0.000298
